symbol,name,current_price,change_percent,volume,amount,ma5,ma20,volume_ratio,rsi,is_starting,is_rising,has_increasing_volume,is_multi_ma,score
002916,深南电路,204.39,4.12%,13485544,2744195690.88,163.48438121071356,159.24506735872987,1.2901640789094422,68.30063743727295,True,True,True,True,4
002939,长城证券,10.23,-2.01%,35925421,369579714.55,10.649341911328694,10.2028343782675,1.4990783471727243,72.06232547764986,True,True,True,True,4
600276,恒瑞医药,63.13,1.07%,46866579,2974069527.0,66.96780748916638,65.178589838262,1.5480395116645136,60.187248158198365,True,True,True,False,3
600406,国电南瑞,22.48,-1.10%,25340211,572010860.0,31.34702429047376,29.006145500302626,1.8475725150919662,89.8968863419701,True,True,True,True,4
600690,海尔智家,26.77,-1.47%,29029229,778005252.0,47.45090280713602,46.95505063944049,1.3810518236180587,62.215755615179454,True,True,True,False,3
600705,中航产融,3.47,0.00%,0,0.0,3.419724437233353,3.395173574513277,1.7749690721069509,56.24709916346556,True,True,True,False,3
600939,重庆建工,3.83,-1.54%,25185700,96398295.0,3.9869970205658753,3.819829488637783,1.4990783471727243,72.06232547764988,True,True,True,True,4
601186,中国铁建,7.69,-0.90%,30964894,238320948.0,7.758519968160546,7.451035201302048,1.2633723180988565,80.97316446349242,True,True,True,True,4
601288,农业银行,8.03,2.42%,306533191,2445647865.0,8.790489293061194,8.455451988205246,1.5563013472783327,66.58660975821287,True,True,True,True,4
601577,长沙银行,9.44,-1.05%,11525201,109629231.0,9.007877291622183,8.963387563302682,1.5129133714085743,53.21282490742754,True,False,True,False,2
601916,浙商银行,3.07,-0.32%,130266114,400468516.0,2.455585157379963,2.391909373214447,1.2901640789094422,68.30063743727298,True,True,True,True,4
601939,建设银行,9.32,0.11%,81702485,761027915.0,9.702039747173357,9.295250870523276,1.4990783471727243,72.06232547764989,True,True,True,True,4
603288,海天味业,36.41,-0.27%,6170799,225160156.0,39.85824597264733,38.339104220492274,1.5563013472783327,66.5866097582129,True,True,True,True,4
